DimHalteID,StopID,StopName,Latitude,Longitude,City
2673,B03424P,SDN Rorotan 03,-6.144153,106.95627,Jakarta Utara
2674,B06466P,Gg. Damai Tanah Merah,-6.139737,106.90924,Jakarta Utara
2675,B06904P,Ruko Madrid,-6.301984,106.684385,
2676,B03180P,RS Sumber Waras 1,-6.166392,106.79756,Jakarta Barat
2677,B02536P,Olieku Jln. Aries Permai,-6.197188,106.74819,Jakarta Barat
2678,B04033P,Sbr. Masjid Al Waqof,-6.11059,106.91725,Jakarta Utara
2679,B00318P,Dittopad 2,-6.174618,106.85009,Jakarta Pusat
2680,B03489P,Sbr. Duta Merlin,-6.168488,106.82011,Jakarta Pusat
2681,B06688P,Hutan Kota Kemayoran 2,-6.135487,106.84744,Jakarta Utara
2682,P00295,Mangga Besar Arah Utara,-6.15325,106.817536,Jakarta Barat
2683,B04154P,Sbr. Ps. Kembang,-6.206049,106.78317,Jakarta Barat
2684,B01061P,Jln. Flamboyan Srengseng,-6.201831,106.75594,Jakarta Barat
2685,B05010P,Simpang Meruya Ilir 2,-6.196802,106.75542,Jakarta Barat
2686,B03579P,Sbr. Gedung Pompa Cideng Siantar,-6.173359,106.80682,Jakarta Pusat
2687,B00643P,Giant Ekspres Pondok Kopi,-6.226153,106.94363,Jakarta Timur
2688,B00775P,Hotel Kalisma KS Tubun,-6.188855,106.80824,Jakarta Pusat
2689,B06120P,Jln. Menvo,-6.125565,106.71984,Jakarta Barat
2690,B02399P,Megaria,-6.200045,106.84456,Jakarta Pusat
2691,B04702P,Simpang Anggrek Rosaliana Garuda,-6.19507,106.79494,Jakarta Barat
2692,B01221P,Jln. Kayu Tinggi,-6.18465,106.94523,Jakarta Timur
2693,B03487P,Sbr. Dukuh Permai Residence,-6.302554,106.87861,Jakarta Timur
2694,B05989P,Jln. Ancol Barat 6,-6.12481,106.81983,Jakarta Utara
2695,B03046P,Puskesmas Halim 1,-6.288345,106.89237,Jakarta Timur
2696,P00237,Sumur Bor,-6.153046,106.71929,Jakarta Barat
2697,B00100P,Baladewa Residence,-6.229648,106.91038,Jakarta Timur
2698,B04199P,Sbr. Perumahan Walikota Jakbar,-6.214257,106.72511,Jakarta Barat
2699,B06442P,Jln. Kayu Manis Timur 1,-6.197243,106.861595,Jakarta Timur
2700,B02064P,Komplek Polri Ragunan,-6.283756,106.81918,Jakarta Selatan
2701,B03704P,Sbr. Jln. Gorontalo III,-6.114097,106.88185,Jakarta Utara
2702,B02735P,Pengayoman,-6.175358,106.64801,
2703,B04766P,Simpang Cilandak Tengah Raya 1,-6.291253,106.80188,Jakarta Selatan
2704,B01447P,Jln. Panca Warga 3,-6.23362,106.88365,Jakarta Timur
2705,B04054P,Sbr. Masjid Jami Al Badariah Kemayoran,-6.1533,106.85895,Jakarta Pusat
2706,B02117P,Lapangan Hankam,-6.258139,106.76796,Jakarta Selatan
2707,B00160P,Blue Gas Pulo Gebang,-6.210605,106.95645,Jakarta Timur
2708,B03878P,Sbr. Jln. Warakas VI Gg. 17,-6.126061,106.87545,Jakarta Utara
2709,B04303P,Sbr. Rukan Balai Pustaka,-6.198728,106.88593,Jakarta Timur
2710,B03164P,RS PIK,-6.112331,106.75294,Jakarta Utara
2711,B01762P,Jembatan Pintu Satu,-6.300382,106.88363,Jakarta Timur
2712,B02186P,Mall Basura 1,-6.225218,106.87856,Jakarta Timur
2713,B03093P,Rengas,-6.238871,106.81704,Jakarta Selatan
2714,B04382P,Sbr. Sekolah Charitas Pondok Labu,-6.304955,106.79879,Jakarta Selatan
2715,B06687P,Hutan Kota Kemayoran 1,-6.131979,106.84675,Jakarta Utara
2716,B00854P,Jln. Anggrek Jagakarsa,-6.335708,106.81898,Jakarta Selatan
2717,P00182,Plumpang Pertamina Arah Utara,-6.12848,106.8937,Jakarta Utara
2718,B01914P,Kel. Duri Kepa,-6.185225,106.77307,Jakarta Barat
2719,B05149P,Simpang Seroja Cempaka,-6.181809,106.7991,Jakarta Barat
2720,B04991P,Simpang Mangga Besar VIII,-6.150015,106.82562,Jakarta Barat
2721,B04196P,Sbr. Perumahan BDN Cilandak,-6.284324,106.79942,Jakarta Selatan
2722,B02465P,Minimarket Sunter Jaya 2,-6.154491,106.86168,Jakarta Utara
2723,B06762P,Sbr. Jln. Delima Raya 2,-6.222174,106.926465,Jakarta Timur
2724,B01911P,Kel. Ciracas,-6.328805,106.8775,Jakarta Timur
2725,B04637P,Sekolah Lemuel,-6.198212,106.803304,Jakarta Barat
2726,B04531P,Sbr. Taman Maramba,-6.176363,106.90712,Jakarta Utara
2727,B04624P,Sekolah Charitas Pondok Labu,-6.305062,106.79864,Jakarta Selatan
2728,B00492P,Gg. Kancil Marunda,-6.106711,106.96479,Jakarta Utara
2729,B01510P,Jln. Poncol Jaya 2,-6.239441,106.81883,Jakarta Selatan
2730,B06420P,Jln. Johar Baru 1,-6.185179,106.858524,Jakarta Pusat
2731,B06130P,Ps. Johar Baru 1,-6.185137,106.855981,Jakarta Pusat
2732,B05586P,Taman Duren Sawit,-6.240353,106.92157,Jakarta Timur
2733,B00604P,Gedung Wanita,-6.200921,106.83624,Jakarta Pusat
2734,B02658P,Ps. Pedok,-6.234107,106.84435,Jakarta Selatan
2735,B00324P,Dukuh 5,-6.289913,106.87753,Jakarta Timur
2736,B03304P,Saharjo UGM,-6.214596,106.84427,Jakarta Selatan
2737,B03153P,RS Medistra,-6.240411,106.83412,Jakarta Selatan
2738,B04881P,Simpang Jelambar Barat Utama I,-6.151226,106.78404,Jakarta Barat
2739,B00881P,Jln. Bacang Lubang Buaya,-6.288935,106.89713,Jakarta Timur
2740,B01135P,Jln. H. Raijin,-6.272541,106.86378,Jakarta Timur
2741,B05595P,Taman Intirub 1,-6.265957,106.87819,Jakarta Timur
2742,B00098P,Baileys Lagoon City,-6.315461,106.74677,
2743,B05007P,Simpang Melur Tugu,-6.122641,106.90796,Jakarta Utara
2744,B04496P,Sbr. SMPN 48,-6.233648,106.78036,Jakarta Selatan
2745,B04690P,Tendean 1,-6.240326,106.8304,Jakarta Selatan
2746,B02697P,Patra Kuningan 1,-6.233264,106.8318,Jakarta Selatan
2747,B05631P,Taman Modern 2,-6.185154,106.94806,Jakarta Timur
2748,B04137P,Sbr. Ps. Cibubur,-6.345726,106.87231,Jakarta Timur
2749,B01973P,Kencana Tower Meruya Ilir,-6.198383,106.76266,Jakarta Barat
2750,B02227P,Masjid Al Akhbar PWI 2,-6.233343,106.88858,Jakarta Timur
2751,B04838P,Simpang H. Naim Cilandak Barat,-6.28749,106.8023,Jakarta Selatan
2752,B05139P,Simpang Sawo Raya Rawa Kuning,-6.211064,106.95786,Jakarta Timur
2753,B01640P,Jln. Taman Kemang,-6.255317,106.8095,Jakarta Selatan
2754,B01580P,Jln. Setia 1,-6.269279,106.91183,
2755,B06219P,Jln. Inspeksi Pam,-6.180363,106.9427,Jakarta Timur
2756,B03590P,Sbr. Gereja Kristen Jawa,-6.2014,106.88588,Jakarta Timur
2757,B05748P,TK Aisyiyah 4 Tebet Timur,-6.231258,106.85268,Jakarta Selatan
2758,B03870P,Sbr. Jln. Tebet Utara III,-6.225521,106.85245,Jakarta Selatan
2759,B05929P,Yayasan Perguruan Rakyat 2,-6.228468,106.89862,Jakarta Timur
2760,B04447P,Sbr. SMK Satria Srengseng,-6.208822,106.75881,Jakarta Barat
2761,B02681P,Ps. Serdang 1,-6.156262,106.86474,Jakarta Utara
2762,B01595P,Jln. SPG 7 Al Baidho,-6.292667,106.90142,Jakarta Timur
2763,B00656P,Gongseng,-6.326712,106.86376,Jakarta Timur
2764,B02742P,Perlintasan Bendi Utama,-6.249439,106.77439,Jakarta Selatan
2765,B03461P,Sbr. Bona Plaza Indah,-6.30108,106.78042,Jakarta Selatan
2766,B02266P,Masjid Ar Rayyan Kementerian BUMN,-6.183117,106.82536,Jakarta Pusat
2767,B05698P,Tempo Scan,-6.235112,106.82885,Jakarta Selatan
2768,B04640P,Sekolah Muhammadiyah Gelong Baru 2,-6.176078,106.79672,Jakarta Barat
2769,B00161P,BNI 46,-6.135768,106.81425,Jakarta Barat
2770,B00941P,Jln. Bojong Indah Raya,-6.16196,106.73289,Jakarta Barat
2771,B05052P,Simpang Ps. Warakas 3,-6.115511,106.87993,Jakarta Utara
2772,B00567P,Gg. T Palmerah,-6.20445,106.783,Jakarta Barat
2773,B02452P,Midi Utama Rorotan,-6.144886,106.95626,Jakarta Utara
2774,B05935P,Yos Sudarso Kodamar 2,-6.162096,106.881817,Jakarta Utara
2775,B04608P,Sbr. MIN 20 Jakarta,-6.122856,106.95719,Jakarta Utara
2776,B04131P,Sbr. Ps. BKT Rorotan IX,-6.15444,106.96992,Jakarta Timur
2777,B01077P,Jln. Gedong Panjang 1,-6.133254,106.806,Jakarta Barat
2778,B01498P,Jln. Pinang VI Pondok Labu,-6.30618,106.80099,Jakarta Selatan
2779,B01401P,Jln. Mini II,-6.308713,106.9078,Jakarta Timur
2780,B02139P,Limo,-6.225483,106.78881,Jakarta Selatan
2781,B03580P,Sbr. Gedung Pompa Pinang,-6.112351,106.90317,Jakarta Utara
2782,B01528P,Jln. Puri Harum 1,-6.187331,106.73816,Jakarta Barat
2783,B03729P,Sbr. Jln. H. Ung,-6.165145,106.85231,Jakarta Pusat
2784,B01050P,Jln. Duri Selatan III,-6.160101,106.80809,Jakarta Barat
2785,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,Jakarta Selatan
2786,B00679P,Graha Pejaten,-6.277337,106.84187,Jakarta Selatan
2787,B02197P,Mampang 5,-6.24539,106.82584,Jakarta Selatan
2788,B05565P,Sutera Niaga 2,-6.240488,106.6474,
2789,B03140P,RS Harapan Bunda 1,-6.302069,106.86806,Jakarta Timur
2790,B04950P,Simpang Kopi Kali Besar Barat,-6.134507,106.81106,Jakarta Barat
2791,B00768P,HKBP Petukangan,-6.236688,106.75099,Jakarta Selatan
2792,B02912P,Polsek Pasar Rebo,-6.336745,106.8681,Jakarta Timur
2793,B03448P,Sbr. Apartemen Metro Sunter,-6.133956,106.87201,Jakarta Utara
2794,B03300P,Saadatudarain,-6.217713,106.79229,Jakarta Selatan
2795,B01461P,Jln. Pecah Kulit Pangeran Jayakarta,-6.140153,106.82135,Jakarta Barat
2796,B04472P,Sbr. SMPN 170,-6.178243,106.91321,Jakarta Utara
2797,B05990P,Puskesmas Ancol,-6.12458,106.81744,Jakarta Utara
2798,B02548P,Pajak Dan Retribusi Cakung,-6.205256,106.9312,Jakarta Timur
2799,B03606P,Sbr. Grand Palm,-6.178345,106.71575,Jakarta Barat
2800,B04872P,Simpang Jln. Pisangan Lama,-6.211274,106.87876,Jakarta Timur
2801,B05234P,Skywalk ITC Mangga Dua,-6.136363,106.8237,Jakarta Utara
2802,B00283P,CPI Belakang 2,-6.237257,106.89416,Jakarta Timur
2803,B02665P,Ps. Pondok Bambu 1,-6.238102,106.90243,Jakarta Timur
2804,B05511P,St. Tebet 2,-6.225525,106.85813,Jakarta Selatan
2805,B02088P,KPP Pratama Jakarta Pluit,-6.132331,106.82082,Jakarta Utara
2806,B04906P,Simpang Karang Tengah Gunung Balong,-6.303402,106.78144,Jakarta Selatan
2807,B05380P,SMPN 263,-6.29461,106.87865,Jakarta Timur
2808,B02804P,Perumahan Buddha Tzu Chi 1,-6.107548,106.77192,Jakarta Utara
2809,B01169P,Jln. Jatinegara Timur IV,-6.222457,106.86816,Jakarta Timur
2810,B01289P,Jln. Komarudin Timur Lingkar Timur,-6.196226,106.94401,Jakarta Timur
2811,B04878P,Simpang Jln. Tarian Raya Barat,-6.170599,106.9099,Jakarta Utara
2812,B03876P,Sbr. Jln. Warakas I Gg. 2,-6.116037,106.87902,Jakarta Utara
2813,B01625P,Jln. Swakarsa IV Pondok Kelapa,-6.243335,106.94262,Jakarta Timur
2814,B04343P,Sbr. SDN Joglo 03,-6.221973,106.73169,Jakarta Barat
2815,B02776P,Pertigaan H. Sadjim I,-6.305636,106.91091,Jakarta Timur
2816,B06074P,Institut Kesehatan Indonesia,-6.154063,106.89392,Jakarta Utara
2817,B03136P,RS Fatmawati,-6.29354,106.79522,Jakarta Selatan
2818,B06897P,Jln. Munggang,-6.276186,106.852082,Jakarta Timur
2819,B00926P,Jln. Bendi Baru,-6.253319,106.77658,Jakarta Selatan
2820,B06702P,Jln. Pademangan Raya VII,-6.129427,106.84571,Jakarta Utara
2821,B00444P,Gg. Gading II Pisangan Timur,-6.205063,106.88175,Jakarta Timur
2822,B00045P,Andara Margasatwa 4,-6.312578,106.80356,Jakarta Selatan
2823,B01008P,Jln. Cipinang Jagal,-6.211166,106.89556,Jakarta Timur
2824,B00830P,Jakarta Islamic Hospital,-6.299909,106.86966,Jakarta Timur
2825,B02529P,Naga Jatiwaringin,-6.248395,106.90784,Jakarta Timur
2826,B01267P,Jln. Kemang Timur XI,-6.265541,106.82384,Jakarta Selatan
2827,B02891P,Plumpang Pertamina 1,-6.127927,106.89336,Jakarta Utara
2828,B02556P,Palem Semi 1,-6.218812,106.61807,
2829,B03152P,RS Mediros,-6.179626,106.90387,Jakarta Timur
2830,B01168P,Jln. Jatinegara Timur III,-6.218533,106.86864,Jakarta Timur
2831,B04964P,Simpang Lagoa Ciampea,-6.108978,106.9077,Jakarta Utara
2832,B02176P,Mako Ops AU I,-6.276548,106.88667,Jakarta Timur
2833,B05446P,St. Grogol,-6.161785,106.78993,Jakarta Barat
2834,B03483P,Sbr. Dinas Kesehatan DKI Jakarta,-6.171269,106.81508,Jakarta Pusat
2835,B01820P,Kantor Pos Halim 2,-6.251103,106.88925,Jakarta Timur
2836,B02207P,Mandara Permai 5,-6.116188,106.76214,Jakarta Utara
2837,B02982P,Potlot,-6.254634,106.84265,Jakarta Selatan
2838,B01176P,Jln. Jembatan Merah,-6.145356,106.83323,Jakarta Pusat
2839,B03974P,Sbr. Komplek Kodam Jaya,-6.197871,106.77108,Jakarta Barat
2840,B03009P,Puri Agung,-6.150977,106.72798,Jakarta Barat
2841,B02174P,Makam Serang 2,-6.197506,106.73537,Jakarta Barat
2842,B00836P,Jln. Adam Sukabumi Utara,-6.208434,106.78322,Jakarta Barat
2843,B00652P,Gojek Kemang Timur,-6.272963,106.82142,Jakarta Selatan
2844,B02763P,Pertigaan Al Baidho 1,-6.293971,106.90439,Jakarta Timur
2845,B05980P,Musala Al Ishlah,-6.12776,106.81757,Jakarta Utara
2846,B04001P,Sbr. Madrasah Al Husna,-6.300031,106.775563,Jakarta Selatan
2847,B04426P,Sbr. SMAN 5,-6.159405,106.86722,Jakarta Pusat
2848,B02169P,Madrasah Hasanatuddarain,-6.22101,106.90464,Jakarta Timur
2849,B00038P,Ampera 4,-6.291345,106.8172,Jakarta Selatan
2850,B03446P,Sbr. Anggur KDW,-6.334046,106.88116,Jakarta Timur
2851,B05435P,St. Cipete Raya 2,-6.278423,106.79716,Jakarta Selatan
2852,B01339P,Jln. Majelis Meruya Ilir,-6.197218,106.75773,Jakarta Barat
2853,B05327P,SMKN 7,-6.197969,106.89201,Jakarta Timur
2854,B02389P,Mayang Permai,-6.116421,106.75963,Jakarta Utara
2855,B02025P,Komplek DDN 1,-6.303426,106.79914,Jakarta Selatan
2856,B01818P,Kantor Pos Fatmawati,-6.294496,106.79505,Jakarta Selatan
2857,P00192,Pulo Gadung 1,-6.183239,106.90907,Jakarta Timur
2858,B03010P,Puri Ardhya Garini,-6.25703,106.88392,Jakarta Timur
2859,B02750P,Permata Eksekutif 2,-6.216798,106.76524,Jakarta Barat
2860,B00890P,Jln. Bambu II Srengseng,-6.211011,106.75922,Jakarta Barat
2861,B01233P,Jln. Kb. Kacang X,-6.18713,106.8201,Jakarta Pusat
2862,B05374P,SMPN 235,-6.254954,106.75651,Jakarta Selatan
2863,B04087P,Sbr. Mess Perwira Cendrawasih,-6.252205,106.88416,Jakarta Timur
2864,B06078P,Sbr. RS Dr. Sulianti Saroso,-6.130496,106.86145,Jakarta Utara
2865,B01701P,Jln. Warakas I Gg. 5,-6.117289,106.87716,Jakarta Utara
2866,B06592P,SPBU Tugu Selatan,-6.13437,106.91585,Jakarta Utara
2867,B03095P,Rest Area Km 13 Jakarta Merak,-6.214583,106.68105,
2868,B03506P,Sbr. Gg. Barokah Marunda,-6.127818,106.95885,Jakarta Utara
2869,B01185P,Jln. Kaja II KDW,-6.330882,106.88203,Jakarta Timur
2870,B04544P,Sbr. Term. Kampung Rambutan,-6.306068,106.88003,Jakarta Timur
2871,B02613P,Ps. Hek 2,-6.286261,106.87094,Jakarta Timur
2872,B05192P,Simpang Tebet Utara Dalam Raya,-6.228727,106.85482,Jakarta Selatan
2873,B02948P,Pool Taksi Tanah Kusir,-6.254506,106.77741,Jakarta Selatan
2874,B06531P,Jln. Rawamangun Selatan 1,-6.202007,106.8799,Jakarta Timur
2875,B05087P,Simpang Pori Gading Raya,-6.209208,106.88149,Jakarta Timur
2876,B06041P,The Violin,-6.093301,106.74942,
2877,B00925P,Jln. Belimbing Terusan,-6.115462,106.92147,Jakarta Utara
2878,B05897P,Wisma SMR,-6.150176,106.88771,Jakarta Utara
2879,B05373P,SMPN 232,-6.203027,106.8828,Jakarta Timur
2880,B01115P,Jln. H. Kincan Rawa Buaya,-6.164413,106.7355,Jakarta Barat
2881,B03665P,Sbr. Jln. Bungur VIII Rambutan,-6.316067,106.88491,Jakarta Timur
2882,B04420P,Sbr. SMAN 115,-6.1502,106.95594,Jakarta Utara
2883,B02022P,Komplek BKN Sumur Batu,-6.161675,106.87164,Jakarta Pusat
2884,B06720P,Sbr. Al-Wathoniyah,-6.184075,106.923562,Jakarta Timur
2885,B01046P,Jln. Dukuh II,-6.288462,106.87563,Jakarta Timur
2886,B00367P,Flyover Pulo Gebang 2,-6.210438,106.95062,Jakarta Timur
2887,B02104P,Kuningan Media,-6.208989,106.83039,Jakarta Selatan
2888,B01696P,Jln. Veteran 2,-6.253771,106.83574,Jakarta Selatan
2889,B01242P,Jln. Kb. Pala II,-6.214256,106.8618,Jakarta Timur
2890,B04658P,Sekolah Sumbangsih,-6.290013,106.8177,Jakarta Selatan
2891,B03711P,Sbr. Jln. H. Jian 2B Cipete,-6.264625,106.8043,Jakarta Selatan
2892,B05873P,Kantor Walikota Jakut 1,-6.11906,106.89304,Jakarta Utara
2893,B04195P,Sbr. Perum Taman Malaka,-6.231282,106.92863,Jakarta Timur
2894,B04817P,Simpang Gorda,-6.295655,106.89744,Jakarta Timur
2895,B01351P,Jln. Mangga Besar 13 Raya,-6.147952,106.82669,Jakarta Pusat
2896,B04921P,Simpang Kelapa Peon,-6.317779,106.82486,Jakarta Selatan
2897,B00826P,Jakarta International Velodrome,-6.193313,106.89,Jakarta Timur
2898,B06572P,Jln. Kejaksaan Pondok Bambu,-6.23807,106.89957,Jakarta Timur
2899,B05324P,SMKN 56,-6.119094,106.79423,Jakarta Utara
2900,B03539P,Sbr. Gg. H. Yusuf Jati Padang,-6.29314,106.82863,Jakarta Selatan
2901,B00860P,Jln. Angkasa 1,-6.1508,106.84111,Jakarta Pusat
2902,B05885P,Wisma Atlet Radin Inten,-6.223513,106.92322,Jakarta Timur
2903,B02520P,Musholla Darussalam 1,-6.292685,106.90081,Jakarta Timur
2904,B01602P,Jln. Sumanggung 3,-6.171242,106.90278,Jakarta Utara
2905,B06279P,Jln. Puri Tjapang Indah,-6.335267,106.84901,Jakarta Timur
2906,B04261P,Sbr. Puskesmas Rorotan,-6.15737,106.95696,Jakarta Timur
2907,B02368P,Masjid Nurul Iman Joglo,-6.21731,106.76208,Jakarta Barat
2908,B05416P,SPBU Shell Rempoa,-6.265358,106.76615,Jakarta Selatan
2909,B05559P,Superindo Bulak Kapal 1,-6.24914,107.02344,
2910,B01887P,Kec. Tanah Abang,-6.200098,106.815,Jakarta Pusat
2911,B02219P,Margasatwa 1,-6.116038,106.76903,Jakarta Utara
2912,B05539P,STT PLN,-6.168512,106.72742,Jakarta Barat
2913,B00104P,Balai Pertamina,-6.229555,106.79052,Jakarta Selatan
2914,B01935P,Kel. Pesanggrahan 2,-6.255333,106.756496,Jakarta Selatan
2915,B04379P,Sbr. Sekolah Avicenna Jagakarsa,-6.336338,106.82992,Jakarta Selatan
2916,B04614P,Sekolah Arraudhah,-6.117556,106.91519,Jakarta Utara
2917,B05292P,SMK Hatawana,-6.229468,106.87871,Jakarta Timur
2918,B02829P,PGP,-6.203394,106.93446,Jakarta Timur
2919,B03857P,Sbr. Jln. Sunter Jaya VI,-6.160574,106.87244,Jakarta Utara
2920,B00828P,Jakarta Islamic Centre 1,-6.119721,106.91704,Jakarta Utara
2921,B04566P,Sbr. TPU Malaka,-6.22953,106.93514,Jakarta Timur
2922,B00702P,Greenlife Ciracas,-6.327194,106.88265,Jakarta Timur
2923,B00295P,Dapsus 1,-6.301135,106.79484,Jakarta Selatan
2924,B03020P,Pusat Buah Segar Green Ville,-6.169454,106.77281,Jakarta Barat
2925,B00501P,Gg. L Utan Panjang Timur,-6.166888,106.85256,Jakarta Pusat
2926,B00322P,DPR MPR 2,-6.206314,106.80194,Jakarta Pusat
2927,B00965P,Jln. Bungur II Rambutan,-6.313168,106.8847,Jakarta Timur
2928,B04735P,Simpang Budi Sakti Raya,-6.188377,106.78328,Jakarta Barat
2929,B02324P,Masjid Jami Al Muttaqin Balekambang,-6.284041,106.8506,Jakarta Timur
2930,B02193P,Mall Taman Palem 1,-6.139762,106.73287,Jakarta Barat
2931,B03820P,Sbr. Jln. Prepedan Dalam,-6.119537,106.70911,Jakarta Barat
2932,B01982P,KKDM,-6.239629,106.88149,Jakarta Timur
2933,B06622P,Sbr. Jln. Mengkudu Dalam,-6.11814,106.90659,Jakarta Utara
2934,B03015P,Puri Kembangan,-6.188874,106.73514,Jakarta Barat
2935,B05046P,Simpang Ps. Pagi Raya Cilincing,-6.102924,106.93596,Jakarta Utara
2936,B05525P,STIE Rawamangun,-6.189799,106.88422,Jakarta Timur
2937,B04090P,Sbr. MI Al Ihsan Batu Ampar,-6.272435,106.86497,Jakarta Timur
2938,P00068,Gatot Subroto LIPI Arah Timur,-6.226549,106.8174,Jakarta Selatan
2939,B04169P,Sbr. Ps. Puri,-6.184274,106.75375,Jakarta Barat
2940,B00831P,Jakarta Taipei School,-6.146149,106.90586,Jakarta Utara
2941,B03790P,Sbr. Jln. Merpati Putih Kembangan Utara,-6.173369,106.7335,Jakarta Barat
2942,B00219P,Bundaran Harapan Indah,-6.183719,106.97727,
2943,B03745P,Sbr. Jln. Kapuk II,-6.215699,106.9002,Jakarta Timur
2944,B03558P,Sbr. Gg. Robaya,-6.333212,106.82825,Jakarta Selatan
2945,B03322P,SD Diakonia 1,-6.112155,106.7893,Jakarta Utara
2946,B02037P,Komplek Graha Indah Green Ville,-6.17073,106.77576,Jakarta Barat
2947,B03459P,Sbr. Bidan Ningsih Joglo,-6.216041,106.72912,Jakarta Barat
2948,B06445P,Jln. Pramuka 2,-6.198719,106.855036,Jakarta Timur
2949,B06540P,Sbr. Taman Gg. Kelor,-6.211317,106.85882,Jakarta Timur
2950,B04323P,Sbr. SDIT Assalaamah,-6.192351,106.96612,Jakarta Timur
2951,P00052,Dukuh Atas 2,-6.203276,106.82377,Jakarta Selatan
2952,B01946P,Kel. Serdang,-6.158869,106.85615,Jakarta Pusat
2953,B05477P,St. LRT Velodrome 1,-6.191381,106.89127,Jakarta Timur
2954,B06800P,SD Angkasa 1,-6.252707,106.890229,Jakarta Timur
2955,B04519P,Sbr. Taman Asem PPSU,-6.117057,106.86973,Jakarta Utara
2956,B03057P,Puskesmas Kota Bambu Selatan,-6.186436,106.80737,Jakarta Barat
2957,B05332P,SMP Model Ar Riyadh Insan Cendikia,-6.183258,106.98411,
2958,B04704P,Simpang Anggrek VII Rosliana,-6.194404,106.79337,Jakarta Barat
2959,B05228P,Singgalang,-6.236849,106.78782,Jakarta Selatan
2960,B05761P,TK Yasporbi Kemanggisan,-6.186766,106.78815,Jakarta Barat
2961,B05833P,Univ. Moestopo Bintaro,-6.258469,106.76529,Jakarta Selatan
2962,B00697P,Green Lake City,-6.177644,106.71198,Jakarta Barat
2963,B00054P,Apartemen Gading Nias,-6.154358,106.91615,Jakarta Utara
2964,B02506P,Mushola Al Achyar Cipete,-6.262158,106.80415,Jakarta Selatan
2965,B01978P,Khong Guan Biscuit Factory,-6.332726,106.86768,Jakarta Timur
2966,B05030P,Simpang Pangeran Komarudin 1,-6.184719,106.94319,Jakarta Timur
2967,B03191P,RSIA Bunda,-6.196714,106.83658,Jakarta Pusat
2968,B02713P,Pemadam Jagakarsa,-6.315585,106.81166,Jakarta Selatan
2969,B02345P,Masjid Jami Daarul Muttaqien,-6.165096,106.70508,Jakarta Barat
2970,B03271P,Rusun Cipinang Muara,-6.223401,106.89525,Jakarta Timur
2971,B05877P,Warung Mangga 2,-6.225732,106.63785,
2972,B00867P,Jln. As Syafiiyah Raya Cilangkap,-6.338197,106.89899,Jakarta Timur
2973,B05058P,Simpang Pejompongan Dalam,-6.204269,106.80537,Jakarta Pusat
2974,B05015P,Simpang Meruya Selatan Saaba,-6.214625,106.73768,Jakarta Barat
2975,B06464P,Mahatma Gading School,-6.166284,106.89036,Jakarta Utara
2976,B03803P,Sbr. Jln. Nusa Indah II,-6.2198,106.93143,Jakarta Timur
2977,B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492,Jakarta Selatan
2978,B00391P,Gandaria City,-6.243912,106.7824,Jakarta Selatan
2979,B05349P,SMPN 137,-6.180076,106.86676,Jakarta Pusat
2980,B01732P,Jatinegara Timur,-6.220486,106.86825,Jakarta Timur
2981,B06749P,Sbr. Gg. Jenan,-6.286121,106.826953,Jakarta Selatan
2982,B05442P,St. Gambir 2,-6.17568,106.8307,Jakarta Pusat
2983,B00522P,Gg. Musholla Ragunan,-6.308196,106.81588,Jakarta Selatan
2984,B02287P,Masjid Baiturrahman 1,-6.210375,106.61931,
2985,B06817P,Pintu Tol Pondok Gede Selatan,-6.289177,106.876882,Jakarta Timur
2986,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,Jakarta Timur
2987,B03684P,Sbr. Jln. Danau Indah Timur,-6.149838,106.88152,Jakarta Utara
2988,B03902P,Sbr. Kec. Koja,-6.118038,106.9102,Jakarta Utara
2989,B00123P,BBPK Jakarta,-6.302219,106.798,Jakarta Selatan
2990,B04783P,Simpang Daan Mogot Gg. Macan,-6.163143,106.77313,Jakarta Barat
2991,B02693P,Ps. Ujung Menteng,-6.190104,106.96693,Jakarta Timur
2992,B03609P,Sbr. Green VIlle Maisonet,-6.173913,106.77902,Jakarta Barat
2993,B01586P,Jln. Sitrun,-6.197192,106.76696,Jakarta Barat
2994,B05965P,Muara Bahari,-6.12707,106.84974,Jakarta Utara
2995,B03598P,Sbr. Golf Bandar Kemayoran,-6.1437,106.85384,Jakarta Utara
2996,B05931P,YBK,-6.270872,106.8466,Jakarta Selatan
2997,B05961P,PLTU Ancol,-6.12188,106.86263,Jakarta Utara
2998,B01985P,Klinik Annisa Ciracas,-6.329815,106.87439,Jakarta Timur
2999,B03361P,SDN Dukuh 05,-6.298845,106.87932,Jakarta Timur
3000,B03103P,Rorotan IX Gg. V,-6.155712,106.95972,Jakarta Utara
3001,B02334P,Masjid Jami At Taqwa 1,-6.229509,106.89568,Jakarta Timur
3002,B06530P,Jln. Kawi Guntur,-6.20973,106.8333,Jakarta Selatan
3003,B06743P,Jln. Cempaka III,-6.261689,106.808327,Jakarta Selatan
3004,B05992P,GOR Pademangan,-6.13276,106.83738,Jakarta Utara
3005,B04180P,Sbr. PAUD Tunas Bahari,-6.236813,106.915,Jakarta Timur
3006,B04296P,Sbr. RS Sukmul Sisma Medika,-6.112369,106.88238,Jakarta Utara
